experiment_index,experiment_file,experiment_id,linked_claim,evidence_bucket,role,synthetic_or_real,supports_or_weakens,usable_for_report
1,viruse_fabric/experiments/exp_01_projection.py,exp_01_projection,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
194,viruse_fabric/experiments/exp_268_safe_synthetic_toy_fixture_catalog_package.py,exp_268_safe_synthetic_toy_fixture_catalog_package,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
195,viruse_fabric/experiments/exp_269_safe_abstract_toy_dynamics_kernel_implementation.py,exp_269_safe_abstract_toy_dynamics_kernel_implementation,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
196,viruse_fabric/experiments/exp_26_parameter_sensitivity.py,exp_26_parameter_sensitivity,CLAIM-VF-H2-B,SENSITIVITY_CHECK,checks synthetic toy stability under parameter or constraint variation,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,yes_if_outputs_exist
197,viruse_fabric/experiments/exp_270_safe_abstract_toy_dynamics_kernel_unit_test_package.py,exp_270_safe_abstract_toy_dynamics_kernel_unit_test_package,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
198,viruse_fabric/experiments/exp_271_safe_abstract_toy_dynamics_run_export_and_metrics_report.py,exp_271_safe_abstract_toy_dynamics_run_export_and_metrics_report,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
199,viruse_fabric/experiments/exp_272_safe_abstract_toy_constraint_sensitivity_sweep.py,exp_272_safe_abstract_toy_constraint_sensitivity_sweep,CLAIM-VF-H2-C-or-D,TESTS_BOUNDARY,tests restricted assumptions or boundary of generalization,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,yes_boundary_only
200,viruse_fabric/experiments/exp_273_safe_abstract_toy_sensitivity_ranking_and_baseline_delta_analysis.py,exp_273_safe_abstract_toy_sensitivity_ranking_and_baseline_delta_analysis,CLAIM-VF-H2-B,SENSITIVITY_CHECK,checks synthetic toy stability under parameter or constraint variation,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,yes_if_outputs_exist
201,viruse_fabric/experiments/exp_274_safe_abstract_toy_figure_ready_interpretation_package.py,exp_274_safe_abstract_toy_figure_ready_interpretation_package,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
202,viruse_fabric/experiments/exp_275_safe_abstract_toy_results_paragraph_and_caption_package.py,exp_275_safe_abstract_toy_results_paragraph_and_caption_package,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
203,viruse_fabric/experiments/exp_276_safe_abstract_toy_manuscript_integration_map.py,exp_276_safe_abstract_toy_manuscript_integration_map,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
204,viruse_fabric/experiments/exp_277_safe_abstract_toy_manuscript_consistency_audit.py,exp_277_safe_abstract_toy_manuscript_consistency_audit,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
205,viruse_fabric/experiments/exp_278_safe_abstract_toy_manuscript_patch_proposal.py,exp_278_safe_abstract_toy_manuscript_patch_proposal,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
206,viruse_fabric/experiments/exp_279_safe_abstract_toy_manuscript_patch_dry_run_package.py,exp_279_safe_abstract_toy_manuscript_patch_dry_run_package,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
207,viruse_fabric/experiments/exp_27_adversarial_sensitivity.py,exp_27_adversarial_sensitivity,CLAIM-VF-H2-C-or-D,TESTS_BOUNDARY,tests restricted assumptions or boundary of generalization,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,yes_boundary_only
208,viruse_fabric/experiments/exp_280_safe_abstract_toy_manuscript_patch_application_readiness_gate.py,exp_280_safe_abstract_toy_manuscript_patch_application_readiness_gate,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
209,viruse_fabric/experiments/exp_281_safe_abstract_toy_manuscript_patch_application_plan.py,exp_281_safe_abstract_toy_manuscript_patch_application_plan,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
210,viruse_fabric/experiments/exp_282_safe_abstract_toy_manuscript_patch_application_checklist.py,exp_282_safe_abstract_toy_manuscript_patch_application_checklist,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
211,viruse_fabric/experiments/exp_283_safe_abstract_toy_manuscript_patch_application_checklist_audit.py,exp_283_safe_abstract_toy_manuscript_patch_application_checklist_audit,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
212,viruse_fabric/experiments/exp_284_safe_abstract_toy_manuscript_patch_application_decision_ledger.py,exp_284_safe_abstract_toy_manuscript_patch_application_decision_ledger,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
213,viruse_fabric/experiments/exp_285_safe_abstract_toy_manuscript_patch_application_decision_ledger_audit.py,exp_285_safe_abstract_toy_manuscript_patch_application_decision_ledger_audit,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
214,viruse_fabric/experiments/exp_286_safe_abstract_toy_manuscript_patch_application_decision_ledger_audit_finding_register.py,exp_286_safe_abstract_toy_manuscript_patch_application_decision_ledger_audit_finding_register,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
215,viruse_fabric/experiments/exp_287_safe_abstract_toy_manuscript_patch_application_decision_ledger_audit_finding_register_consistency_audit.py,exp_287_safe_abstract_toy_manuscript_patch_application_decision_ledger_audit_finding_register_consistency_audit,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
216,viruse_fabric/experiments/exp_288_safe_abstract_toy_manuscript_claim_boundary_register.py,exp_288_safe_abstract_toy_manuscript_claim_boundary_register,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
217,viruse_fabric/experiments/exp_289_safe_abstract_toy_manuscript_claim_language_package.py,exp_289_safe_abstract_toy_manuscript_claim_language_package,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
218,viruse_fabric/experiments/exp_28_baseline_comparison.py,exp_28_baseline_comparison,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
219,viruse_fabric/experiments/exp_290_safe_abstract_toy_manuscript_claim_language_package_audit.py,exp_290_safe_abstract_toy_manuscript_claim_language_package_audit,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
220,viruse_fabric/experiments/exp_291_safe_abstract_toy_manuscript_claim_language_placement_plan.py,exp_291_safe_abstract_toy_manuscript_claim_language_placement_plan,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
221,viruse_fabric/experiments/exp_292_safe_abstract_toy_manuscript_claim_language_placement_plan_audit.py,exp_292_safe_abstract_toy_manuscript_claim_language_placement_plan_audit,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
222,viruse_fabric/experiments/exp_293_safe_abstract_toy_manuscript_section_draft_package.py,exp_293_safe_abstract_toy_manuscript_section_draft_package,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
223,viruse_fabric/experiments/exp_294_safe_abstract_toy_manuscript_section_draft_package_audit.py,exp_294_safe_abstract_toy_manuscript_section_draft_package_audit,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
224,viruse_fabric/experiments/exp_295_safe_abstract_toy_manuscript_assembly_preview_package.py,exp_295_safe_abstract_toy_manuscript_assembly_preview_package,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
225,viruse_fabric/experiments/exp_296_safe_abstract_toy_scientific_gap_and_evidence_upgrade_register.py,exp_296_safe_abstract_toy_scientific_gap_and_evidence_upgrade_register,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
226,viruse_fabric/experiments/exp_297_safe_abstract_toy_evaluation_design_plan.py,exp_297_safe_abstract_toy_evaluation_design_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
227,viruse_fabric/experiments/exp_298_safe_abstract_toy_manuscript_coherence_improvement_package.py,exp_298_safe_abstract_toy_manuscript_coherence_improvement_package,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
228,viruse_fabric/experiments/exp_299_safe_abstract_toy_citation_slot_integration_plan.py,exp_299_safe_abstract_toy_citation_slot_integration_plan,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
229,viruse_fabric/experiments/exp_29_projection_perturbation.py,exp_29_projection_perturbation,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
230,viruse_fabric/experiments/exp_300_safe_abstract_toy_citation_source_eligibility_and_query_plan.py,exp_300_safe_abstract_toy_citation_source_eligibility_and_query_plan,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
231,viruse_fabric/experiments/exp_301_safe_abstract_toy_citation_retrieval_readiness_gate.py,exp_301_safe_abstract_toy_citation_retrieval_readiness_gate,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
232,viruse_fabric/experiments/exp_302_safe_abstract_toy_citation_retrieval_candidate_ledger_schema.py,exp_302_safe_abstract_toy_citation_retrieval_candidate_ledger_schema,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
233,viruse_fabric/experiments/exp_303_safe_abstract_toy_citation_retrieval_empty_candidate_ledger_instance.py,exp_303_safe_abstract_toy_citation_retrieval_empty_candidate_ledger_instance,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
234,viruse_fabric/experiments/exp_304_safe_abstract_toy_citation_retrieval_batch_1_candidate_intake.py,exp_304_safe_abstract_toy_citation_retrieval_batch_1_candidate_intake,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
235,viruse_fabric/experiments/exp_305_safe_abstract_toy_citation_retrieval_batch_1_source_verification_evidence_packet.py,exp_305_safe_abstract_toy_citation_retrieval_batch_1_source_verification_evidence_packet,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
236,viruse_fabric/experiments/exp_306_safe_abstract_toy_citation_retrieval_batch_1_source_verification_decision_register.py,exp_306_safe_abstract_toy_citation_retrieval_batch_1_source_verification_decision_register,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
237,viruse_fabric/experiments/exp_307_safe_abstract_toy_citation_retrieval_batch_1_source_acceptance_eligibility_gate.py,exp_307_safe_abstract_toy_citation_retrieval_batch_1_source_acceptance_eligibility_gate,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
238,viruse_fabric/experiments/exp_308_safe_abstract_toy_citation_retrieval_batch_1_source_acceptance_decision_register.py,exp_308_safe_abstract_toy_citation_retrieval_batch_1_source_acceptance_decision_register,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
239,viruse_fabric/experiments/exp_30_validation_synthesis.py,exp_30_validation_synthesis,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
240,viruse_fabric/experiments/exp_31_manuscript_skeleton.py,exp_31_manuscript_skeleton,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
241,viruse_fabric/experiments/exp_32_full_manuscript_draft.py,exp_32_full_manuscript_draft,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
242,viruse_fabric/experiments/exp_33_manuscript_quality_audit.py,exp_33_manuscript_quality_audit,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
243,viruse_fabric/experiments/exp_34_related_work_positioning.py,exp_34_related_work_positioning,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
244,viruse_fabric/experiments/exp_35_formal_notation_scaffold.py,exp_35_formal_notation_scaffold,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
245,viruse_fabric/experiments/exp_36_manuscript_integration_plan.py,exp_36_manuscript_integration_plan,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
246,viruse_fabric/experiments/exp_37_integrated_manuscript_draft.py,exp_37_integrated_manuscript_draft,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
247,viruse_fabric/experiments/exp_38_integrated_manuscript_quality_audit.py,exp_38_integrated_manuscript_quality_audit,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
248,viruse_fabric/experiments/exp_39_citation_placeholder_plan.py,exp_39_citation_placeholder_plan,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
249,viruse_fabric/experiments/exp_40_public_technical_preview_package.py,exp_40_public_technical_preview_package,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
250,viruse_fabric/experiments/exp_41_public_preview_quality_audit.py,exp_41_public_preview_quality_audit,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
251,viruse_fabric/experiments/exp_42_one_page_public_preview.py,exp_42_one_page_public_preview,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
252,viruse_fabric/experiments/exp_43_one_page_public_preview_audit.py,exp_43_one_page_public_preview_audit,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
253,viruse_fabric/experiments/exp_44_public_release_bundle_index.py,exp_44_public_release_bundle_index,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
254,viruse_fabric/experiments/exp_45_public_release_checklist.py,exp_45_public_release_checklist,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
255,viruse_fabric/experiments/exp_46_public_release_readiness_audit.py,exp_46_public_release_readiness_audit,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
256,viruse_fabric/experiments/exp_47_literature_search_protocol.py,exp_47_literature_search_protocol,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
257,viruse_fabric/experiments/exp_48_literature_family_evidence_matrix.py,exp_48_literature_family_evidence_matrix,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
258,viruse_fabric/experiments/exp_49_claim_to_citation_readiness_map.py,exp_49_claim_to_citation_readiness_map,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
259,viruse_fabric/experiments/exp_50_citation_grounded_manuscript_revision_plan.py,exp_50_citation_grounded_manuscript_revision_plan,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
260,viruse_fabric/experiments/exp_51_literature_search_log_template.py,exp_51_literature_search_log_template,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
261,viruse_fabric/experiments/exp_52_empty_literature_search_log.py,exp_52_empty_literature_search_log,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
262,viruse_fabric/experiments/exp_53_empty_search_log_audit.py,exp_53_empty_search_log_audit,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
263,viruse_fabric/experiments/exp_54_first_literature_family_search_plan.py,exp_54_first_literature_family_search_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
264,viruse_fabric/experiments/exp_55_first_search_run_artifact.py,exp_55_first_search_run_artifact,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
265,viruse_fabric/experiments/exp_56_first_search_run_artifact_audit.py,exp_56_first_search_run_artifact_audit,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
266,viruse_fabric/experiments/exp_57_first_controlled_live_search_execution.py,exp_57_first_controlled_live_search_execution,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
267,viruse_fabric/experiments/exp_58_first_raw_result_screening_plan.py,exp_58_first_raw_result_screening_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
268,viruse_fabric/experiments/exp_59_first_raw_result_screening_execution.py,exp_59_first_raw_result_screening_execution,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
269,viruse_fabric/experiments/exp_60_first_candidate_source_entry_plan.py,exp_60_first_candidate_source_entry_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
270,viruse_fabric/experiments/exp_61_first_candidate_source_entry_creation.py,exp_61_first_candidate_source_entry_creation,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
271,viruse_fabric/experiments/exp_62_candidate_source_metadata_audit.py,exp_62_candidate_source_metadata_audit,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
272,viruse_fabric/experiments/exp_63_first_retained_source_decision_plan.py,exp_63_first_retained_source_decision_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
273,viruse_fabric/experiments/exp_64_first_retained_source_decision_execution.py,exp_64_first_retained_source_decision_execution,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
274,viruse_fabric/experiments/exp_65_first_retained_source_role_audit.py,exp_65_first_retained_source_role_audit,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
275,viruse_fabric/experiments/exp_66_first_evidence_matrix_population_plan.py,exp_66_first_evidence_matrix_population_plan,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
276,viruse_fabric/experiments/exp_67_first_evidence_matrix_population_execution.py,exp_67_first_evidence_matrix_population_execution,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
277,viruse_fabric/experiments/exp_68_first_evidence_matrix_row_audit.py,exp_68_first_evidence_matrix_row_audit,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
278,viruse_fabric/experiments/exp_69_first_citation_integration_plan.py,exp_69_first_citation_integration_plan,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
279,viruse_fabric/experiments/exp_70_first_citation_integration_execution.py,exp_70_first_citation_integration_execution,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
280,viruse_fabric/experiments/exp_71_first_citation_record_audit.py,exp_71_first_citation_record_audit,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
281,viruse_fabric/experiments/exp_72_first_manuscript_citation_insertion_plan.py,exp_72_first_manuscript_citation_insertion_plan,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
282,viruse_fabric/experiments/exp_73_first_manuscript_citation_insertion_execution.py,exp_73_first_manuscript_citation_insertion_execution,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
283,viruse_fabric/experiments/exp_74_first_manuscript_citation_marker_audit.py,exp_74_first_manuscript_citation_marker_audit,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
284,viruse_fabric/experiments/exp_75_first_citation_grounded_manuscript_claim_revision_plan.py,exp_75_first_citation_grounded_manuscript_claim_revision_plan,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
285,viruse_fabric/experiments/exp_76_first_citation_grounded_manuscript_claim_revision_execution.py,exp_76_first_citation_grounded_manuscript_claim_revision_execution,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
286,viruse_fabric/experiments/exp_77_first_bounded_revised_claim_audit.py,exp_77_first_bounded_revised_claim_audit,none,IRRELEVANT_OR_UNUSABLE,not clearly mappable to VF-H2 proof claim,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
287,viruse_fabric/experiments/exp_78_first_full_manuscript_revision_package_plan.py,exp_78_first_full_manuscript_revision_package_plan,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
288,viruse_fabric/experiments/exp_79_first_full_manuscript_revision_package_execution.py,exp_79_first_full_manuscript_revision_package_execution,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
289,viruse_fabric/experiments/exp_80_first_full_manuscript_revision_package_audit.py,exp_80_first_full_manuscript_revision_package_audit,none,IRRELEVANT_OR_UNUSABLE,writing_or_ledger_artifact_not_direct_experiment_evidence,synthetic_toy_only_not_real_bio,not_a_proof; evidence_classification_only,no
